Age,FamilySize,Income,Wealth,Debt,FinEdu,ESG,Digital,BankFriend,LifeStyle,Luxury,Saving
24,4,0.6680456511191073,0.7027862102122862,0.2620704211051778,0.7418525007646031,0.48368401103221165,0.6986246399069801,0.618259418428073,0.6078768211319807,0.897369438730564,0.2832216328082379
47,1,0.8584531098552994,0.9150432394953318,0.7304303189506642,0.8594229928659924,0.5371666828731678,0.9590246977603228,0.7859363728206178,0.8622712341123174,0.9137286907671875,0.8215896197595945
38,2,0.9268177505556007,0.8983155509482132,0.44127231572452885,0.48595344236227134,0.6494335629194941,0.7502654009323266,0.6997249347868335,0.7554038733692262,0.7651988978998424,0.5037898148379532
67,3,0.538796996351605,0.4231797512734343,0.6004010861153056,0.49314371652772077,0.5338292012140042,0.5901651856754772,0.6753533858227497,0.3344322356854187,0.5172087727718241,0.6912397979156459
33,1,0.8066585143913384,0.7314038398627438,0.831449459800001,0.8562864036672968,0.7849398671217639,0.7100255960674954,0.7587930600832347,0.9088781844223626,0.6116102677934625,0.6159156549477746
81,4,0.4616797127227735,0.38024289065028677,0.49072698418695715,0.2121204042438562,0.42274781329700445,0.34673783646926853,0.3648082650495115,0.3073098045099896,0.5008489172782712,0.4730361523193919
20,3,0.6546720741967612,0.5391561660516327,0.08644923877014254,0.17602830656053053,0.2205815864651519,0.6823631347623614,0.5421191673961265,0.8544005224204161,0.7364868250985902,0.42727485675419996
90,3,0.4678801421122437,0.390456404488184,0.5151463404942348,0.5656123794238452,0.4311321828733564,0.4806678093072603,0.6201220613196652,0.22624241261933484,0.13961760504500648,0.7494470267215549
41,1,0.3870162351528045,0.3961105358099587,0.47833188712783453,0.45560201753694185,0.5717398974355996,0.4561142690339384,0.2817561990106091,0.29744571647431894,0.34294815964916947,0.3097568064530042
56,2,0.7459812992914842,0.9424034723667494,0.6113912581394403,0.6137252935096082,0.636862427566548,0.7971502654023164,0.8496694841843075,0.8373875890650884,0.8160570875460711,0.5524410536319653
84,3,0.6607636875670051,0.5688649405633206,0.2646000802377125,0.6370355108176063,0.7007156427852324,0.250767731973615,0.4745357963556937,0.18389493019766867,0.30243062949749167,0.41584911672463565
86,3,0.2976498625348458,0.4420550144782096,0.6586940381286618,0.2933084961990119,0.6025567270031568,0.12147958319226215,0.6995410139785592,0.17425802937881898,0.34999427451507387,0.3003761708778589
70,2,0.43016508617615096,0.31455735734536283,0.5914743590450796,0.49401965471786885,0.48820353912998427,0.37573600057953715,0.6257074955441463,0.3442841786469903,0.22889020925212655,0.8139352084656454
46,1,0.49246683546966996,0.22214031759433728,0.6057676451154456,0.4254444597526488,0.19920336528792226,0.25815994043593216,0.5684851754114998,0.15517395786434307,0.4162621225998268,0.47026327979522453
48,4,0.5894168337252021,0.6137788784881586,0.33151087899177345,0.5460125299236263,0.5638848841756943,0.41224036051061447,0.7069996159146135,0.2975945124319992,0.5271769867115798,0.25534429771174155
71,3,0.9046164107538767,0.8906788727414389,0.14821977027966174,0.3010158293455658,0.7614725562320044,0.07105749552775688,0.9423901927073466,0.10938908794894751,0.5081853815192988,0.526992193964298
84,3,0.32418730249901345,0.6356919773869731,0.5881499279343873,0.30927607773120397,0.6661993120875929,0.5288293909410505,0.6201229102640168,0.2755160888058067,0.37104640294360897,0.688366653058444
93,2,0.7097262197574213,0.6447862292983023,0.5057465279449581,0.4683090018298098,0.48663496629934094,0.45000488681654244,0.7411050181149498,0.5152967595348334,0.06938901268951847,0.5838564575307177
89,4,0.4395625186810194,0.5652581475812324,0.3733982666470374,0.49002685984668126,0.7551332727014932,0.6260485565095152,0.575439392022892,0.4434906787351899,0.5600079480899214,0.5575703795475224
76,2,0.1707150211092639,0.3220171031198846,0.027248052842119157,0.19892985529295207,0.6050851983980768,0.2756880042484222,0.6951705179370901,0.2053165916813954,0.2956749612069883,0.21730307139132587
43,2,0.9095927454621041,0.8750263655629016,0.42652573034953006,0.6406522928643535,0.6617005287831522,0.8492583828008032,0.8691970937765748,0.8653332693140926,0.7950839368723376,0.6826435381275159
48,2,0.6089970107073267,0.82074957171606,0.8687021532270786,0.7739116551985911,0.5787273703532472,0.7789676628535336,0.6975511813145587,0.5054949769784631,0.7202113084308323,0.5219316119751147
66,1,0.7801651800412237,0.5980661076809197,0.7698263999448741,0.6703332015096951,0.48204553633150554,0.3235521407958969,0.5230953051368403,0.38810225595933634,0.08652431978807482,0.6284702833101423
75,2,0.9052132687280614,0.9224918609726619,0.519354182664675,0.6576017621251449,0.7044827941976851,0.6858315412170436,0.7185870335129685,0.9240886890741737,0.8779592138006143,0.5692769470542127
47,6,0.6651359316745922,0.8107963479357959,0.3501458611086013,0.4883678042995841,0.7490065823081362,0.5732469866613666,0.7740134033262874,0.679457969221257,0.65936041980399,0.859473801215958
89,2,0.5403242664669223,0.6543901515033829,0.3447622283528334,0.5961832549564052,0.6164911041980684,0.5549844343615954,0.5732993891223415,0.5013589945310735,0.29024542290052224,0.4870523362804416
51,1,0.32971155305814326,0.7239005412884949,0.5505868767916778,0.45890563301595383,0.33670316345138707,0.48560041465818377,0.487266625541895,0.7503397978592158,0.3336485399106739,0.6580537843169986
55,5,0.3057776055021963,0.6249356860795721,0.4871790352014572,0.5567258274879564,0.41006642326620074,0.34739725239631336,0.5966848744643268,0.6293425004099028,0.577590921272079,0.35050322393331956
44,1,0.80289651981842,0.5744386893515057,0.5416363032754687,0.7177108543331856,0.7609591889846475,0.9364147366179787,0.39041585981417437,0.6302049866609227,0.7589477051499086,0.27578453761914756
78,1,0.8087154465879848,0.7552683749810745,0.25318299148675155,0.42279090939763814,0.7013097824055343,0.11956027248409616,0.8416066595858382,0.3908592206300655,0.5321526263288497,0.485681237199505
51,4,0.3852021850588116,0.37759109080722414,0.413899858576006,0.5704428865717627,0.31892408912771486,0.1998643796037518,0.469037390476833,0.4336921775067956,0.2007706784468365,0.4527277906011159
80,2,0.28373325179688325,0.3145547968532447,0.3519281070748894,0.49915184004691615,0.30890901499458484,0.7458191184733721,0.5499655724948439,0.4258132606439817,0.4003082528992293,0.3843718917406993
91,1,0.5491457474672032,0.5414341554052962,0.1903645264195575,0.48074672632965076,0.7624515220587659,0.6161112973429259,0.821457439945652,0.25625348210469695,0.21966922615635792,0.23487415457035057
82,1,0.5512399469607427,0.5354296381978924,0.1523879067499041,0.5143375624242394,0.43347143781877495,0.3566514558754132,0.6676845458172026,0.18309725949036232,0.25496702699970486,0.24748606304393939
31,2,0.4270767557877552,0.059355415006455164,0.3009156802525507,0.38369173180482724,0.5703485199449541,0.47793956673328364,0.4385215803847208,0.6128088633358797,0.17149290031214934,0.6075210748505708
87,3,0.78629163399591,0.7054730143723406,0.6712694439453986,0.6693665508932879,0.680377479440522,0.5258199816440646,0.6766905331697093,0.33508535716575566,0.16459796325290052,0.6419238239974048
24,1,0.6683642691088046,0.38691359033014683,0.2555108637989083,0.4163606518438408,0.3422707706041996,0.9218137870672478,0.7570757080787924,0.9015041334882467,0.6197515187368179,0.2494606827500086
70,1,0.08642250481190578,0.8447134697334394,0.1430215040562821,0.3422943628846762,0.6388835145613311,0.2321691628523188,0.6912493079363738,0.34206428535150113,0.252786497570731,0.4168707314058808
83,4,0.3231274322414273,0.28386046881468885,0.11873595595320097,0.21700050675853247,0.5941198135726741,0.23363956393915924,0.3146059384931519,0.1795985061871804,0.05184335689286847,0.1596352419766089
93,4,0.6894492170078941,0.3019804565845554,0.5858799300252692,0.4584482890167945,0.5302348079994926,0.5297377449583,0.2512122016310695,0.17870461307629854,0.6394201306475551,0.6873053089500115
86,2,0.6952130580155197,0.777551934174037,0.5598981319490041,0.40987645618813123,0.37956986801902703,0.4853639471198019,0.7921982235117712,0.5724933354656553,0.7644297377458632,0.7768836378869884
92,2,0.4009923903636262,0.33015661971922505,0.15158708737089122,0.2682422177890949,0.5657004259145387,0.31529625339675454,0.4698496388677813,0.1448326001983573,0.14258920060570282,0.2871907096300518
48,4,0.7993616462536971,0.9278653737141381,0.4670486168874994,0.6354740019576365,0.6300982425238207,0.6819538601424879,0.7881792535811264,0.5748371874073426,0.8625776329615293,0.8006956409560231
20,1,0.8200724029823618,0.471917023128015,0.3212232887727656,0.5076931184826238,0.8277858263065084,0.5047921470510802,0.7221943217739915,0.8165155372982346,0.3580382232003431,0.7044191657548667
92,5,0.6108718633732323,0.2893576275230325,0.8048074370667263,0.5081801868622295,0.4139689685668154,0.3269271051839467,0.7689897707629333,0.3406366372034919,0.4203218835472683,0.3991890274491626
61,2,0.8043059875447273,0.9144991809181293,0.6510153725132451,0.8679064308755188,0.6717301689803429,0.7514463553756828,0.8227720156028678,0.7627326439495608,0.61696604632665,0.6571055976148386
44,1,0.6746941482642652,0.6286347665550407,0.6099219440856803,0.5816739789006494,0.874189267019673,0.6061279440646994,0.23543363625703356,0.7147516152525357,0.6877495502557613,0.6895007359386098
55,2,0.2869761734298971,0.36227971844747264,0.3868090539308182,0.2626675696290689,0.5580166087902377,0.31883665040509823,0.2876979855402047,0.4231517425105742,0.3485113373792772,0.3355898557751135
80,4,0.3984499267160739,0.2699088049788114,0.811865941676006,0.4832521961207981,0.5185215534342281,0.585737590996342,0.5892180259415299,0.7182010482987009,0.38147528929069013,0.5331714200094241
72,4,0.10173192983415472,0.17507593602822186,0.07090675895698771,0.2996949502130768,0.4661390204198182,0.09245211541451163,0.6924560267380667,0.38609211068784327,0.1822909914004574,0.48476451367974877
58,4,0.5793643954608719,0.5166814007564022,0.5763585530606472,0.6894887241099685,0.7516255079102035,0.9099412291284029,0.8957329148942688,0.9004283864227896,0.8632153382983575,0.6065146001785212
51,1,0.8793313508634653,0.6478218183045114,0.6878633607341056,0.7318764229162409,0.6468014867965466,0.7642911599509262,0.7724184778657518,0.8158698752595879,0.8665713917791055,0.4997181128328189
95,4,0.3283062772384474,0.38758350862871344,0.20545898297831322,0.33212789263758274,0.34149080332542525,0.2235354762493135,0.5520580532207773,0.3613258284989691,0.22200918411708193,0.07083495389857182
73,2,0.5905782225482785,0.881417853178532,0.2585765294197506,0.327546441637797,0.7214130116939695,0.0674068185627288,0.2422831434221265,0.3414454540237413,0.6884007775712078,0.48094683579593117
59,3,0.7397202654701321,0.6239355961308306,0.7876438091874985,0.79961748727324,0.5020819794288182,0.7654809668100221,0.8278611091955475,0.6598976212064112,0.8279533816802181,0.5943191752413017
80,1,0.4468648935253416,0.6112365154465264,0.3567054018590605,0.4972259640187607,0.7965512594489536,0.08596170500618373,0.5114855403146602,0.17657538784045618,0.4947056442037076,0.5629370584583061
86,4,0.4921687299574509,0.6787211638077608,0.22330771480251224,0.6584622171776211,0.799463966200824,0.5829710815672033,0.5146924821537383,0.7285391390079902,0.2791603761389278,0.5673813719737126
91,4,0.24818251700852081,0.48311292149093293,0.44770927363515645,0.4229797798971456,0.4401770966434144,0.5839412891299008,0.5640203315767655,0.30126809329674953,0.5266349289442185,0.43772464994203214
57,1,0.833244887314943,0.8795508656809984,0.28195464940391446,0.793814193979046,0.8386420876331667,0.8159707305875653,0.7902027243042365,0.737932292121578,0.9620017864313699,0.6196246797423708
30,4,0.5771147339965006,0.7126623026342738,0.1545837314914651,0.3557417977788157,0.30198698649936706,0.8803904888144308,0.4599353471792436,0.8991950249628841,0.8546933921724565,0.1491292978832543
43,5,0.35398692650121893,0.45921146060356755,0.3169202569265403,0.339431435049423,0.4528788645219003,0.2165546747171032,0.3356432198563362,0.07126210180015732,0.2918440728691222,0.5246284526601143
48,4,0.09398098893274985,0.6977643686963081,0.6334754845880145,0.4165718995369861,0.4571077902867133,0.878431006597657,0.7729337417512198,0.19823222532658527,0.16981071937461126,0.4474365850626787
89,4,0.435027608787032,0.5599701758028353,0.3314531861035291,0.5001474701381933,0.7737412742520468,0.5324023609162264,0.7724206497210316,0.30375431624152754,0.5138843308742057,0.6470724670300052
94,2,0.6792669819155499,0.510240939672301,0.1800005382950497,0.4432703197803977,0.7021782519153115,0.12997623768893107,0.5290816095066462,0.3163929168768547,0.23839046048268833,0.7670550411478351
27,2,0.6353897055017982,0.6115331893126954,0.6390879184864056,0.32267517872015605,0.5591453796012166,0.4984248461731102,0.5695606504463583,0.20218275361482302,0.22016030341289206,0.8835305980532373
93,1,0.25376213786759366,0.22033718770050162,0.05808575198806898,0.4383974738005589,0.6652016994763493,0.358401197784154,0.6721669037466688,0.25097531746408724,0.15139047955950036,0.24247454224258772
51,4,0.20890442615878954,0.6804132004371033,0.617713398637078,0.33229283568454104,0.6909463427442226,0.4326025759093976,0.6957010583514989,0.1906382593878056,0.19732597762343168,0.7750817159908431
44,3,0.8795864112671083,0.6703337076883895,0.44745908641076987,0.3639174319848272,0.7889429782744383,0.6921281835988627,0.7775038486137449,0.5550309683623103,0.4943364607854608,0.7322986571321625
31,6,0.5841587994639287,0.4490878475790536,0.29039969689283046,0.6543350357817057,0.6614473093114178,0.30674458535358673,0.6942220096397425,0.47620585025212053,0.7372324109796461,0.6638824203015029
71,1,0.17096991261540515,0.39973980683524735,0.12398301404022566,0.21596201477940388,0.4570882698090115,0.4897751776869003,0.8875906623485095,0.3074733310101026,0.043446825263124815,0.23341295869909356
68,2,0.6876738644224029,0.8276680266524209,0.5555106916853692,0.4188786015601801,0.45169920026079624,0.649756259481728,0.6918460517016068,0.340832034290769,0.7186815581482306,0.6277118658620855
64,3,0.7540371601234107,0.9307016168386555,0.4705883500398694,0.9026480499534564,0.7748467877805436,0.8548244391624703,0.7590824271028828,0.6811667959247211,0.8563737030465859,0.7292453139394308
64,2,0.8489700387754666,0.7655939457604789,0.5236634895927575,0.4759805228328959,0.6400426560994892,0.9197525424995138,0.7125715787690291,0.7809027477114632,0.7619577093677765,0.573529852575619
58,3,0.3438026274195928,0.6379615816371438,0.30552304328102314,0.6617083490688702,0.6215592075005841,0.5518458601785652,0.4737352327545863,0.3595050274241033,0.29256076036873185,0.42222503096750935
66,2,0.6474293237184994,0.3027994272299528,0.10475735757016633,0.19410858589282343,0.7381118530116271,0.2720340462694283,0.5637532250620254,0.1037678266175783,0.04344180723239204,0.39594264328063145
